rules-processing,2025-12-23_15:14:45,91.10%,196.8MiB / 7.654GiB,2.51%,23.8MB / 10.5MB,140MB / 59.6MB
rules-processing,2025-12-23_15:14:56,98.27%,197.2MiB / 7.654GiB,2.52%,23.9MB / 10.5MB,140MB / 59.6MB
rules-processing,2025-12-23_15:15:08,107.21%,197MiB / 7.654GiB,2.51%,24.1MB / 10.6MB,140MB / 59.8MB
rules-processing,2025-12-23_15:15:20,96.93%,196.1MiB / 7.654GiB,2.50%,24.2MB / 10.7MB,140MB / 60.7MB
rules-processing,2025-12-23_15:15:32,99.81%,199.9MiB / 7.654GiB,2.55%,24.4MB / 10.7MB,141MB / 61.1MB
rules-processing,2025-12-23_15:15:44,104.62%,190.1MiB / 7.654GiB,2.43%,24.5MB / 10.8MB,142MB / 61.2MB
rules-processing,2025-12-23_15:15:56,97.58%,190.4MiB / 7.654GiB,2.43%,24.7MB / 10.9MB,142MB / 61.2MB
rules-processing,2025-12-23_15:16:08,106.80%,190.4MiB / 7.654GiB,2.43%,24.8MB / 10.9MB,142MB / 61.2MB
rules-processing,2025-12-23_15:16:19,98.44%,190.8MiB / 7.654GiB,2.43%,25MB / 11MB,142MB / 61.2MB
rules-processing,2025-12-23_15:16:31,102.34%,190.7MiB / 7.654GiB,2.43%,25.1MB / 11.1MB,142MB / 61.2MB
rules-processing,2025-12-23_15:16:43,109.77%,191.1MiB / 7.654GiB,2.44%,25.3MB / 11.1MB,142MB / 61.3MB
rules-processing,2025-12-23_15:16:55,96.31%,191.3MiB / 7.654GiB,2.44%,25.4MB / 11.2MB,142MB / 61.3MB
rules-processing,2025-12-23_15:17:06,109.94%,193MiB / 7.654GiB,2.46%,25.6MB / 11.3MB,142MB / 61.3MB
rules-processing,2025-12-23_15:17:18,101.94%,191.3MiB / 7.654GiB,2.44%,25.7MB / 11.4MB,142MB / 61.3MB
rules-processing,2025-12-23_15:17:29,96.18%,191.5MiB / 7.654GiB,2.44%,25.9MB / 11.4MB,142MB / 61.3MB
rules-processing,2025-12-23_15:17:42,95.78%,191.6MiB / 7.654GiB,2.45%,26.1MB / 11.5MB,142MB / 61.3MB
rules-processing,2025-12-23_15:17:54,95.47%,192MiB / 7.654GiB,2.45%,26.2MB / 11.6MB,142MB / 61.3MB
rules-processing,2025-12-23_15:18:06,107.90%,192MiB / 7.654GiB,2.45%,26.3MB / 11.6MB,142MB / 61.3MB
rules-processing,2025-12-23_15:18:17,87.29%,192.2MiB / 7.654GiB,2.45%,26.5MB / 11.7MB,142MB / 61.5MB
rules-processing,2025-12-23_15:18:29,103.46%,192MiB / 7.654GiB,2.45%,26.6MB / 11.8MB,142MB / 61.8MB
rules-processing,2025-12-23_15:18:41,113.74%,195.6MiB / 7.654GiB,2.50%,26.8MB / 11.8MB,142MB / 61.8MB
rules-processing,2025-12-23_15:18:53,101.13%,196MiB / 7.654GiB,2.50%,26.9MB / 11.9MB,142MB / 61.8MB
rules-processing,2025-12-23_15:19:05,105.57%,198.1MiB / 7.654GiB,2.53%,27.1MB / 12MB,142MB / 61.8MB
rules-processing,2025-12-23_15:19:16,86.69%,196.3MiB / 7.654GiB,2.50%,27.2MB / 12MB,142MB / 61.8MB
rules-processing,2025-12-23_15:19:28,104.44%,196.4MiB / 7.654GiB,2.51%,27.4MB / 12.1MB,142MB / 61.8MB
